Paris|48.8566|2.3522
Berlin|52.5200|13.4050
Madrid|40.4168|-3.7038
Rome|41.9028|12.4964
London|51.5074|-0.1278
Amsterdam|52.3676|4.9041
Vienna|48.2082|16.3738
Lisbon|38.7169|-9.1399
Brussels|50.8503|4.3517
Prague|50.0755|14.4378
Warsaw|52.2297|21.0122
Budapest|47.4979|19.0402
Copenhagen|55.6761|12.5683
Athens|37.9838|23.7275
Oslo|59.9139|10.7522
Dublin|53.3498|-6.2603
Helsinki|60.1695|24.9354
Stockholm|59.3293|18.0686
Zurich|47.3769|8.5417
Bratislava|48.1486|17.1077
